Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week
14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724,2010,11,46
14,2010-11-26,2921709.71,1,46.15,3.039,182.7832769,8.724,2010,11,47
14,2010-12-03,2258489.63,0,40.93,3.046,182.6676154,8.724,2010,12,48
14,2010-12-10,2600519.26,0,30.54,3.109,182.5519538,8.724,2010,12,49
14,2010-12-17,2762861.41,0,30.51,3.14,182.517732,8.724,2010,12,50
14,2010-12-24,3818686.45,0,30.59,3.141,182.54459,8.724,2010,12,51
14,2010-12-31,1623716.46,1,29.67,3.179,182.5714479,8.724,2010,12,52
14,2011-01-07,1864746.1,0,34.32,3.193,182.5983058,8.549,2011,1,1
14,2011-01-14,1699095.9,0,24.78,3.205,182.6585782,8.549,2011,1,2
14,2011-01-21,1743188.87,0,30.55,3.229,182.9193368,8.549,2011,1,3
14,2011-01-28,1613718.38,0,24.05,3.237,183.1800955,8.549,2011,1,4
14,2011-02-04,1995891.87,0,28.73,3.231,183.4408542,8.549,2011,2,5
14,2011-02-11,1980405.03,1,30.3,3.239,183.7016129,8.549,2011,2,6
14,2011-02-18,2019031.67,0,40.7,3.245,183.9371353,8.549,2011,2,7
14,2011-02-25,1875708.88,0,35.78,3.274,184.1625632,8.549,2011,2,8
14,2011-03-04,2041215.61,0,38.65,3.433,184.3879911,8.549,2011,3,9
14,2011-03-11,1931104.67,0,45.01,3.582,184.613419,8.549,2011,3,10
14,2011-03-18,1932491.42,0,46.66,3.631,184.809719,8.549,2011,3,11
14,2011-03-25,1879451.23,0,41.76,3.625,184.9943679,8.549,2011,3,12
14,2011-04-01,1869110.55,0,37.27,3.638,185.1790167,8.521,2011,4,13
14,2011-04-08,2037798.88,0,48.71,3.72,185.3636656,8.521,2011,4,14
14,2011-04-15,1974960.86,0,53.69,3.821,185.5339821,8.521,2011,4,15
14,2011-04-22,2256461.39,0,53.04,3.892,185.6684673,8.521,2011,4,16
14,2011-05-06,2095599.93,0,58.21,4.046,185.9374378,8.521,2011,5,18
14,2011-10-07,2078796.76,0,55.82,3.583,187.4837962,8.523,2011,10,40
14,2011-10-21,2009004.59,0,59.6,3.57,187.7846197,8.523,2011,10,42
14,2011-10-28,2056846.12,0,51.78,3.569,187.8774913,8.523,2011,10,43
14,2011-11-04,2174056.71,0,43.92,3.551,187.9703629,8.523,2011,11,44
14,2011-11-11,2081534.65,0,47.65,3.53,188.0632345,8.523,2011,11,45
14,2011-11-18,1969360.72,0,51.34,3.53,188.1983654,8.523,2011,11,46
14,2011-11-25,2685351.81,1,48.71,3.492,188.3504,8.523,2011,11,47
14,2011-12-02,2143080.57,0,50.19,3.452,188.5024346,8.523,2011,12,48
14,2011-12-09,2470581.29,0,46.57,3.415,188.6544692,8.523,2011,12,49
14,2011-12-16,2594363.09,0,39.93,3.413,188.7979349,8.523,2011,12,50
14,2011-12-23,3369068.99,0,42.27,3.389,188.9299752,8.523,2011,12,51
14,2011-12-30,1914148.89,1,37.79,3.389,189.0620155,8.523,2011,12,52
14,2012-01-06,1859144.96,0,35.88,3.422,189.1940558,8.424,2012,1,1
14,2012-01-13,1696248.27,0,41.18,3.513,189.3260962,8.424,2012,1,2
14,2012-01-20,1789113.32,0,31.85,3.533,189.4214733,8.424,2012,1,3
14,2012-01-27,1595362.27,0,37.93,3.567,189.5168505,8.424,2012,1,4
14,2012-02-03,1877410.36,0,42.96,3.617,189.6122277,8.424,2012,2,5
14,2012-02-10,2077256.24,1,37.0,3.64,189.7076048,8.424,2012,2,6
14,2012-02-17,2020550.99,0,36.85,3.695,189.8424834,8.424,2012,2,7
14,2012-02-24,1875040.16,0,42.86,3.739,190.0069881,8.424,2012,2,8
14,2012-03-02,1926004.99,0,41.55,3.816,190.1714927,8.424,2012,3,9
14,2012-03-09,2020839.31,0,45.52,3.848,190.3359973,8.424,2012,3,10
14,2012-03-16,1941040.5,0,50.56,3.862,190.4618964,8.424,2012,3,11
14,2012-03-23,1893447.71,0,59.45,3.9,190.5363213,8.424,2012,3,12
14,2012-03-30,1905033.01,0,50.04,3.953,190.6107463,8.424,2012,3,13
14,2012-04-06,2376022.26,0,49.73,3.996,190.6851712,8.567,2012,4,14
14,2012-04-13,1912909.69,0,51.83,4.044,190.7595962,8.567,2012,4,15
14,2012-04-27,1784029.95,0,53.2,4.004,190.8680064,8.567,2012,4,17
14,2012-05-04,1949354.29,0,55.21,3.951,190.9222115,8.567,2012,5,18
14,2012-10-12,1639585.61,0,54.47,4.0,192.3272654,8.667,2012,10,41
14,2012-10-19,1590274.72,0,56.47,3.969,192.3308542,8.667,2012,10,42
14,2012-10-26,1704357.62,0,58.85,3.882,192.3088989,8.667,2012,10,43
15,2010-02-05,652122.44,0,19.83,2.954,131.5279032,8.35,2010,2,5
15,2010-02-12,682447.1,1,22.0,2.94,131.5866129,8.35,2010,2,6
15,2010-02-19,660838.75,0,27.54,2.909,131.637,8.35,2010,2,7
15,2010-02-26,564883.2,0,29.87,2.91,131.686,8.35,2010,2,8
15,2010-03-05,605325.43,0,31.79,2.919,131.735,8.35,2010,3,9
15,2010-03-12,604173.59,0,41.39,2.938,131.784,8.35,2010,3,10
15,2010-03-19,593710.67,0,44.69,2.96,131.8242903,8.35,2010,3,11
15,2010-03-26,592111.49,0,39.53,2.963,131.863129,8.35,2010,3,12
15,2010-04-02,718470.71,0,45.27,2.957,131.9019677,8.185,2010,4,13
15,2010-04-09,634605.77,0,57.77,2.992,131.9408065,8.185,2010,4,14
15,2010-04-16,641208.65,0,49.63,3.01,131.9809,8.185,2010,4,15
15,2010-04-23,643097.6,0,46.54,3.021,132.0226667,8.185,2010,4,16
15,2010-04-30,570791.11,0,49.09,3.042,132.0644333,8.185,2010,4,17
15,2010-05-14,594385.2,0,47.13,3.112,132.152129,8.185,2010,5,19
15,2010-05-21,616598.1,0,59.09,3.096,132.2230323,8.185,2010,5,20
15,2010-09-17,583210.87,0,57.94,2.846,132.7670667,8.099,2010,9,37
15,2010-10-01,566945.95,0,59.69,2.84,132.7568,8.067,2010,10,39
15,2010-10-08,591603.79,0,52.19,2.903,132.7516667,8.067,2010,10,40
15,2010-10-15,577011.26,0,49.96,2.999,132.7633548,8.067,2010,10,41
15,2010-10-22,600395.73,0,47.1,3.049,132.8170968,8.067,2010,10,42
15,2010-10-29,598301.5,0,55.09,3.055,132.8708387,8.067,2010,10,43
15,2010-11-05,612987.64,0,40.29,3.049,132.9245806,8.067,2010,11,44
15,2010-11-12,619639.74,0,39.63,3.065,132.9783226,8.067,2010,11,45
15,2010-11-19,608200.81,0,44.1,3.138,132.9172,8.067,2010,11,46
15,2010-11-26,1120018.92,1,40.71,3.186,132.8369333,8.067,2010,11,47
15,2010-12-03,754134.95,0,36.0,3.2,132.7566667,8.067,2010,12,48
15,2010-12-10,847294.04,0,23.97,3.255,132.6764,8.067,2010,12,49
15,2010-12-17,983825.15,0,25.3,3.301,132.6804516,8.067,2010,12,50
15,2010-12-24,1368318.17,0,25.07,3.309,132.7477419,8.067,2010,12,51
15,2010-12-31,543754.17,1,26.54,3.336,132.8150323,8.067,2010,12,52
15,2011-01-07,509640.77,0,30.53,3.351,132.8823226,7.771,2011,1,1
15,2011-01-14,479424.2,0,19.53,3.367,132.9510645,7.771,2011,1,2
15,2011-01-21,487311.03,0,21.84,3.391,133.0285161,7.771,2011,1,3
15,2011-01-28,481119.6,0,19.61,3.402,133.1059677,7.771,2011,1,4
15,2011-02-04,556550.85,0,20.69,3.4,133.1834194,7.771,2011,2,5
15,2011-02-11,582864.35,1,21.64,3.416,133.260871,7.771,2011,2,6
15,2011-02-18,649993.5,0,33.06,3.42,133.3701429,7.771,2011,2,7
15,2011-02-25,547564.09,0,20.87,3.452,133.4921429,7.771,2011,2,8
15,2011-03-04,573374.49,0,28.16,3.605,133.6141429,7.771,2011,3,9
15,2011-03-11,537035.28,0,34.27,3.752,133.7361429,7.771,2011,3,10
15,2011-03-18,551553.99,0,40.23,3.796,133.8492258,7.771,2011,3,11
15,2011-03-25,527389.28,0,32.63,3.789,133.9587419,7.771,2011,3,12
15,2011-04-01,542556.05,0,30.34,3.811,134.0682581,7.658,2011,4,13
15,2011-04-08,587370.81,0,40.94,3.895,134.1777742,7.658,2011,4,14
15,2011-04-15,607691.36,0,48.63,3.981,134.2784667,7.658,2011,4,15
15,2011-04-22,655318.26,0,41.37,4.061,134.3571,7.658,2011,4,16
15,2011-04-29,560764.41,0,55.46,4.117,134.4357333,7.658,2011,4,17
15,2011-05-06,630522.67,0,49.87,4.192,134.5143667,7.658,2011,5,18
15,2011-05-13,630482.91,0,57.07,4.211,134.593,7.658,2011,5,19
15,2011-05-20,593941.9,0,57.19,4.202,134.6803871,7.658,2011,5,20
15,2011-09-23,545570.86,0,59.0,3.899,136.367,7.806,2011,9,38
15,2011-10-07,579068.88,0,51.24,3.775,136.472,7.866,2011,10,40
15,2011-10-21,603318.89,0,51.67,3.757,136.5017742,7.866,2011,10,42
15,2011-10-28,589842.69,0,45.54,3.757,136.4884516,7.866,2011,10,43
15,2011-11-04,615121.78,0,43.39,3.738,136.475129,7.866,2011,11,44
15,2011-11-11,618949.82,0,47.13,3.719,136.4618065,7.866,2011,11,45
15,2011-11-18,597856.51,0,46.53,3.717,136.4666667,7.866,2011,11,46
15,2011-11-25,1066478.1,1,41.1,3.689,136.4788,7.866,2011,11,47
15,2011-12-02,699028.66,0,45.67,3.666,136.4909333,7.866,2011,12,48
15,2011-12-09,764565.55,0,38.53,3.627,136.5030667,7.866,2011,12,49
15,2011-12-16,870415.49,0,35.49,3.611,136.5335161,7.866,2011,12,50
15,2011-12-23,1182691.87,0,34.93,3.587,136.5883871,7.866,2011,12,51
15,2011-12-30,603460.79,1,31.44,3.566,136.6432581,7.866,2011,12,52
15,2012-01-06,516087.65,0,30.24,3.585,136.698129,7.943,2012,1,1
15,2012-01-13,454183.42,0,36.26,3.666,136.753,7.943,2012,1,2
15,2012-01-20,492721.85,0,21.39,3.705,136.8564194,7.943,2012,1,3
15,2012-01-27,466045.63,0,30.87,3.737,136.9598387,7.943,2012,1,4
15,2012-02-03,523831.64,0,35.3,3.796,137.0632581,7.943,2012,2,5
15,2012-02-10,628218.22,1,31.91,3.826,137.1666774,7.943,2012,2,6
15,2012-02-17,598502.83,0,30.26,3.874,137.2583103,7.943,2012,2,7
15,2012-02-24,561137.06,0,33.18,3.917,137.3411034,7.943,2012,2,8
15,2012-03-02,541292.64,0,33.24,3.983,137.4238966,7.943,2012,3,9
15,2012-03-09,545120.67,0,36.97,4.021,137.5066897,7.943,2012,3,10
15,2012-03-16,570611.23,0,47.42,4.021,137.5843871,7.943,2012,3,11
15,2012-03-23,565481.88,0,58.92,4.054,137.6552903,7.943,2012,3,12
15,2012-03-30,557547.25,0,42.65,4.098,137.7261935,7.943,2012,3,13
15,2012-04-06,659950.36,0,40.01,4.143,137.7970968,8.15,2012,4,14
15,2012-04-13,558585.13,0,43.52,4.187,137.868,8.15,2012,4,15
15,2012-04-20,534780.57,0,54.47,4.17,137.9230667,8.15,2012,4,16
15,2012-04-27,527402.62,0,41.57,4.163,137.9781333,8.15,2012,4,17
15,2012-05-04,577868.38,0,51.04,4.124,138.0332,8.15,2012,5,18
15,2012-05-11,579539.95,0,54.23,4.055,138.0882667,8.15,2012,5,19
15,2012-05-18,600050.98,0,58.84,4.029,138.1065806,8.15,2012,5,20
15,2012-06-08,611390.67,0,59.35,3.871,138.1174194,8.15,2012,6,23
15,2012-09-28,553901.97,0,57.13,4.158,138.7395,8.193,2012,9,39
15,2012-10-05,573498.64,0,59.57,4.151,138.8256,7.992,2012,10,40
15,2012-10-12,551799.63,0,49.12,4.186,138.9117,7.992,2012,10,41
15,2012-10-19,555652.77,0,52.89,4.153,138.8336129,7.992,2012,10,42
15,2012-10-26,558473.6,0,55.75,4.071,138.7281613,7.992,2012,10,43
16,2010-02-05,477409.3,0,19.79,2.58,189.3816974,7.039,2010,2,5
16,2010-02-12,472044.28,1,20.87,2.572,189.4642725,7.039,2010,2,6
16,2010-02-19,469868.7,0,21.13,2.55,189.5340998,7.039,2010,2,7
16,2010-02-26,443242.17,0,18.12,2.586,189.6018023,7.039,2010,2,8
16,2010-03-05,444181.85,0,27.92,2.62,189.6695049,7.039,2010,3,9
16,2010-03-12,445393.74,0,28.64,2.684,189.7372075,7.039,2010,3,10
16,2010-03-19,504307.35,0,33.45,2.692,189.734262,7.039,2010,3,11
16,2010-03-26,483177.2,0,29.88,2.717,189.7195417,7.039,2010,3,12
16,2010-04-02,490503.69,0,36.19,2.725,189.7048215,6.842,2010,4,13
16,2010-04-09,424083.99,0,34.21,2.75,189.6901012,6.842,2010,4,14
16,2010-04-16,436312.41,0,45.69,2.765,189.6628845,6.842,2010,4,15
16,2010-04-23,370230.94,0,44.9,2.776,189.6190057,6.842,2010,4,16
16,2010-04-30,383550.93,0,37.75,2.766,189.575127,6.842,2010,4,17
16,2010-05-07,403217.22,0,37.43,2.771,189.5312483,6.842,2010,5,18
16,2010-05-14,401770.9,0,41.26,2.788,189.4904116,6.842,2010,5,19
16,2010-05-21,435300.51,0,47.34,2.776,189.467827,6.842,2010,5,20
16,2010-05-28,479430.0,0,52.08,2.737,189.4452425,6.842,2010,5,21
16,2010-06-04,516295.81,0,53.76,2.7,189.422658,6.842,2010,6,22
16,2010-06-18,540149.85,0,52.4,2.674,189.4185259,6.842,2010,6,24
16,2010-09-03,542087.89,0,58.02,2.773,190.3621607,6.868,2010,9,35
16,2010-09-10,537518.57,1,57.24,2.78,190.3958293,6.868,2010,9,36
16,2010-09-17,522049.52,0,56.55,2.8,190.4688287,6.868,2010,9,37
16,2010-09-24,511330.32,0,58.19,2.793,190.5713264,6.868,2010,9,38
16,2010-10-01,463977.54,0,59.39,2.759,190.6738241,6.986,2010,10,39
16,2010-10-08,442894.2,0,54.29,2.745,190.7763218,6.986,2010,10,40
16,2010-10-15,452169.28,0,45.0,2.762,190.8623087,6.986,2010,10,41
16,2010-10-22,541216.92,0,45.85,2.762,190.9070184,6.986,2010,10,42
16,2010-10-29,495022.51,0,35.76,2.748,190.951728,6.986,2010,10,43
16,2010-11-05,446905.02,0,39.94,2.729,190.9964377,6.986,2010,11,44
16,2010-11-12,453632.76,0,34.04,2.737,191.0411474,6.986,2010,11,45
16,2010-11-19,458634.68,0,27.26,2.758,191.0312172,6.986,2010,11,46
16,2010-11-26,651837.77,1,23.46,2.742,191.0121805,6.986,2010,11,47
16,2010-12-03,512260.59,0,23.68,2.712,190.9931437,6.986,2010,12,48
16,2010-12-10,570103.64,0,32.02,2.728,190.9741069,6.986,2010,12,49
16,2010-12-17,648652.01,0,26.01,2.778,191.0303376,6.986,2010,12,50
16,2010-12-24,1004730.69,0,32.46,2.781,191.1430189,6.986,2010,12,51
16,2010-12-31,575317.38,1,19.66,2.829,191.2557002,6.986,2010,12,52
16,2011-01-07,573545.96,0,12.39,2.882,191.3683815,6.614,2011,1,1
16,2011-01-14,470365.59,0,17.46,2.911,191.4784939,6.614,2011,1,2
16,2011-01-21,462888.13,0,28.6,2.973,191.5731924,6.614,2011,1,3
16,2011-01-28,448391.99,0,20.8,3.008,191.667891,6.614,2011,1,4
16,2011-02-04,479263.15,0,13.64,3.011,191.7625895,6.614,2011,2,5
16,2011-02-11,466806.89,1,15.02,3.037,191.8572881,6.614,2011,2,6
16,2011-02-18,491179.79,0,27.18,3.051,191.9178331,6.614,2011,2,7
16,2011-02-25,475201.64,0,26.15,3.101,191.9647167,6.614,2011,2,8
16,2011-03-04,484829.07,0,31.77,3.232,192.0116004,6.614,2011,3,9
16,2011-03-11,457504.35,0,29.36,3.372,192.058484,6.614,2011,3,10
16,2011-03-18,497373.49,0,36.5,3.406,192.1237981,6.614,2011,3,11
16,2011-03-25,465279.68,0,32.61,3.414,192.1964844,6.614,2011,3,12
16,2011-04-01,459756.11,0,35.75,3.461,192.2691707,6.339,2011,4,13
16,2011-04-08,439276.5,0,38.04,3.532,192.3418571,6.339,2011,4,14
16,2011-04-15,427855.24,0,34.59,3.611,192.4225954,6.339,2011,4,15
16,2011-04-22,368600.0,0,40.74,3.636,192.5234638,6.339,2011,4,16
16,2011-04-29,378100.31,0,37.77,3.663,192.6243322,6.339,2011,4,17
16,2011-05-06,423805.22,0,38.64,3.735,192.7252006,6.339,2011,5,18
16,2011-05-13,410406.95,0,43.29,3.767,192.826069,6.339,2011,5,19
16,2011-05-20,435397.19,0,43.95,3.828,192.831317,6.339,2011,5,20
16,2011-05-27,444718.68,0,45.17,3.795,192.8365651,6.339,2011,5,21
16,2011-06-03,531080.31,0,54.08,3.763,192.8418131,6.339,2011,6,22
16,2011-06-10,600952.06,0,55.78,3.735,192.8470612,6.339,2011,6,23
16,2011-06-17,581546.23,0,58.34,3.697,192.9034759,6.339,2011,6,24
16,2011-06-24,569105.03,0,54.36,3.661,192.9982655,6.339,2011,6,25
16,2011-09-09,574622.56,1,56.99,3.566,194.6387853,6.338,2011,9,36
16,2011-09-16,539081.09,0,53.68,3.596,194.7419707,6.338,2011,9,37
16,2011-09-23,504856.97,0,50.39,3.581,194.8099713,6.338,2011,9,38
16,2011-09-30,450075.31,0,57.61,3.538,194.8779718,6.338,2011,9,39
16,2011-10-07,482926.93,0,48.91,3.498,194.9459724,6.232,2011,10,40
16,2011-10-14,498241.06,0,39.97,3.491,195.0261012,6.232,2011,10,41
16,2011-10-21,560104.16,0,46.99,3.548,195.1789994,6.232,2011,10,42
16,2011-10-28,505918.21,0,41.97,3.55,195.3318977,6.232,2011,10,43
16,2011-11-04,511059.95,0,33.43,3.527,195.4847959,6.232,2011,11,44
16,2011-11-11,513181.31,0,29.56,3.505,195.6376941,6.232,2011,11,45
16,2011-11-18,480353.64,0,31.73,3.479,195.7184713,6.232,2011,11,46
16,2011-11-25,712422.4,1,31.39,3.424,195.7704,6.232,2011,11,47
16,2011-12-02,530492.84,0,27.83,3.378,195.8223287,6.232,2011,12,48
16,2011-12-09,574798.86,0,14.44,3.331,195.8742575,6.232,2011,12,49
16,2011-12-16,679481.9,0,22.5,3.266,195.9841685,6.232,2011,12,50
16,2011-12-23,950691.96,0,20.79,3.173,196.1713893,6.232,2011,12,51
16,2011-12-30,665861.06,1,23.91,3.119,196.3586101,6.232,2011,12,52
16,2012-01-06,564538.07,0,26.49,3.095,196.5458309,6.162,2012,1,1
16,2012-01-13,508520.09,0,19.55,3.077,196.7330517,6.162,2012,1,2
16,2012-01-20,474389.75,0,29.3,3.055,196.7796652,6.162,2012,1,3
16,2012-01-27,453979.19,0,28.17,3.038,196.8262786,6.162,2012,1,4
16,2012-02-03,475905.1,0,25.53,3.031,196.8728921,6.162,2012,2,5
16,2012-02-10,473766.97,1,23.69,3.103,196.9195056,6.162,2012,2,6
16,2012-02-17,494069.49,0,31.19,3.113,196.9432711,6.162,2012,2,7
16,2012-02-24,495720.3,0,26.21,3.129,196.9499007,6.162,2012,2,8
16,2012-03-02,464189.09,0,23.4,3.191,196.9565303,6.162,2012,3,9
16,2012-03-09,495951.66,0,28.16,3.286,196.9631599,6.162,2012,3,10
16,2012-03-16,520850.71,0,38.02,3.486,197.0457208,6.162,2012,3,11
16,2012-03-23,493503.89,0,38.7,3.664,197.2295234,6.162,2012,3,12
16,2012-03-30,485095.41,0,48.29,3.75,197.4133259,6.162,2012,3,13
16,2012-04-06,502662.07,0,48.93,3.854,197.5971285,6.169,2012,4,14
16,2012-04-13,450756.71,0,45.83,3.901,197.780931,6.169,2012,4,15
16,2012-04-20,436221.26,0,43.61,3.936,197.7227385,6.169,2012,4,16
16,2012-04-27,398445.15,0,59.69,3.927,197.664546,6.169,2012,4,17
16,2012-05-04,426959.62,0,51.34,3.903,197.6063534,6.169,2012,5,18
16,2012-05-11,479855.0,0,53.57,3.87,197.5481609,6.169,2012,5,19
16,2012-05-18,493506.47,0,56.74,3.837,197.5553137,6.169,2012,5,20
16,2012-05-25,518045.09,0,57.36,3.804,197.5886046,6.169,2012,5,21
16,2012-06-01,532311.93,0,58.97,3.764,197.6218954,6.169,2012,6,22
16,2012-09-14,526525.16,0,56.69,3.659,198.1267184,6.061,2012,9,37
16,2012-09-21,509942.56,0,56.48,3.765,198.358523,6.061,2012,9,38
16,2012-09-28,469607.73,0,51.4,3.789,198.5903276,6.061,2012,9,39
16,2012-10-05,471281.68,0,50.46,3.779,198.8221322,5.847,2012,10,40
16,2012-10-12,491817.19,0,43.26,3.76,199.0539368,5.847,2012,10,41
16,2012-10-19,577198.97,0,40.59,3.75,199.1481963,5.847,2012,10,42
16,2012-10-26,475770.14,0,40.99,3.686,199.2195317,5.847,2012,10,43
17,2010-02-05,789036.02,0,23.11,2.666,126.4420645,6.548,2010,2,5
17,2010-02-12,841951.91,1,18.36,2.671,126.4962581,6.548,2010,2,6
17,2010-02-19,800714.0,0,25.06,2.654,126.5262857,6.548,2010,2,7
17,2010-02-26,749549.55,0,15.64,2.667,126.5522857,6.548,2010,2,8
17,2010-03-05,783300.05,0,31.58,2.681,126.5782857,6.548,2010,3,9
17,2010-03-12,763961.82,0,29.71,2.733,126.6042857,6.548,2010,3,10
17,2010-03-19,752034.52,0,33.96,2.782,126.6066452,6.548,2010,3,11
17,2010-03-26,793097.64,0,35.59,2.819,126.6050645,6.548,2010,3,12
17,2010-04-02,848521.17,0,36.94,2.842,126.6034839,6.635,2010,4,13
17,2010-04-09,770228.02,0,34.05,2.877,126.6019032,6.635,2010,4,14
17,2010-04-16,757738.76,0,45.22,2.915,126.5621,6.635,2010,4,15
17,2010-04-23,977790.83,0,52.25,2.936,126.4713333,6.635,2010,4,16
17,2010-04-30,807798.73,0,43.82,2.941,126.3805667,6.635,2010,4,17
17,2010-05-07,843848.65,0,40.26,2.948,126.2898,6.635,2010,5,18
17,2010-05-14,813756.09,0,47.28,2.962,126.2085484,6.635,2010,5,19
17,2010-05-21,826626.5,0,53.94,2.95,126.1843871,6.635,2010,5,20
17,2010-05-28,872817.62,0,48.19,2.908,126.1602258,6.635,2010,5,21
17,2010-06-04,876902.87,0,53.79,2.871,126.1360645,6.635,2010,6,22
17,2010-06-11,845252.21,0,57.14,2.841,126.1119032,6.635,2010,6,23
17,2010-06-18,877996.27,0,54.94,2.819,126.114,6.635,2010,6,24
17,2010-09-03,834373.73,0,57.86,2.868,126.1019355,6.697,2010,9,35
17,2010-09-10,1200888.28,1,56.28,2.87,126.1145806,6.697,2010,9,36
17,2010-09-17,871264.25,0,58.53,2.875,126.1454667,6.697,2010,9,37
17,2010-09-24,852876.29,0,58.39,2.872,126.1900333,6.697,2010,9,38
17,2010-10-08,827738.06,0,58.06,2.841,126.2791667,6.885,2010,10,40
17,2010-10-15,838297.32,0,47.35,2.845,126.3266774,6.885,2010,10,41
17,2010-10-22,815093.76,0,47.95,2.849,126.3815484,6.885,2010,10,42
17,2010-10-29,861941.25,0,39.87,2.841,126.4364194,6.885,2010,10,43
17,2010-11-05,818434.49,0,42.54,2.831,126.4912903,6.885,2010,11,44
17,2010-11-12,855459.96,0,36.32,2.831,126.5461613,6.885,2010,11,45
17,2010-11-19,782252.57,0,36.31,2.842,126.6072,6.885,2010,11,46
17,2010-11-26,1005448.76,1,19.03,2.83,126.6692667,6.885,2010,11,47
17,2010-12-03,926573.81,0,22.47,2.812,126.7313333,6.885,2010,12,48
17,2010-12-10,962475.55,0,31.64,2.817,126.7934,6.885,2010,12,49
17,2010-12-17,1049372.38,0,25.13,2.842,126.8794839,6.885,2010,12,50
17,2010-12-24,1309226.79,0,26.58,2.846,126.9835806,6.885,2010,12,51
17,2010-12-31,635862.55,1,20.79,2.868,127.0876774,6.885,2010,12,52
17,2011-01-07,1083071.14,0,6.23,2.891,127.1917742,6.866,2011,1,1
17,2011-01-14,758510.36,0,16.57,2.903,127.3009355,6.866,2011,1,2
17,2011-01-21,755804.37,0,26.62,2.934,127.4404839,6.866,2011,1,3
17,2011-01-28,736335.69,0,22.16,2.96,127.5800323,6.866,2011,1,4
17,2011-02-04,816603.05,0,11.29,2.974,127.7195806,6.866,2011,2,5
17,2011-02-11,813211.46,1,14.19,3.034,127.859129,6.866,2011,2,6
17,2011-02-18,860962.91,0,26.86,3.062,127.99525,6.866,2011,2,7
17,2011-02-25,767256.53,0,24.36,3.12,128.13,6.866,2011,2,8
17,2011-03-04,816138.33,0,24.21,3.23,128.26475,6.866,2011,3,9
17,2011-03-11,779602.36,0,32.42,3.346,128.3995,6.866,2011,3,10
17,2011-03-18,778436.81,0,34.48,3.407,128.5121935,6.866,2011,3,11
17,2011-03-25,781267.76,0,36.71,3.435,128.6160645,6.866,2011,3,12
17,2011-04-01,795859.23,0,39.38,3.487,128.7199355,6.774,2011,4,13
17,2011-04-08,811855.72,0,39.16,3.547,128.8238065,6.774,2011,4,14
17,2011-04-15,825283.43,0,39.98,3.616,128.9107333,6.774,2011,4,15
17,2011-04-22,1060770.11,0,42.24,3.655,128.9553,6.774,2011,4,16
17,2011-04-29,806979.15,0,40.14,3.683,128.9998667,6.774,2011,4,17
17,2011-05-06,882132.28,0,45.66,3.744,129.0444333,6.774,2011,5,18
17,2011-05-13,870625.49,0,49.26,3.77,129.089,6.774,2011,5,19
17,2011-05-20,844443.35,0,51.93,3.802,129.0756774,6.774,2011,5,20
17,2011-05-27,892056.64,0,51.04,3.778,129.0623548,6.774,2011,5,21
17,2011-06-03,895020.48,0,49.61,3.752,129.0490323,6.774,2011,6,22
17,2011-06-10,881190.46,0,54.57,3.732,129.0357097,6.774,2011,6,23
17,2011-06-17,894686.67,0,56.61,3.704,129.0432,6.774,2011,6,24
17,2011-09-23,895535.31,0,56.96,3.648,129.5183333,6.745,2011,9,38
17,2011-10-07,918006.9,0,54.4,3.592,129.6938,6.617,2011,10,40
17,2011-10-14,884042.63,0,47.69,3.567,129.7706452,6.617,2011,10,41
17,2011-10-21,877380.22,0,47.27,3.579,129.7821613,6.617,2011,10,42
17,2011-10-28,936508.43,0,41.89,3.567,129.7936774,6.617,2011,10,43
17,2011-11-04,927657.63,0,37.52,3.538,129.8051935,6.617,2011,11,44
17,2011-11-11,914759.2,0,27.61,3.513,129.8167097,6.617,2011,11,45
17,2011-11-18,877724.31,0,32.93,3.489,129.8268333,6.617,2011,11,46
17,2011-11-25,1225700.28,1,32.81,3.445,129.8364,6.617,2011,11,47
17,2011-12-02,945267.68,0,26.47,3.389,129.8459667,6.617,2011,12,48
17,2011-12-09,976522.93,0,17.56,3.341,129.8555333,6.617,2011,12,49
17,2011-12-16,1067754.06,0,21.07,3.282,129.8980645,6.617,2011,12,50
17,2011-12-23,1289156.9,0,18.76,3.186,129.9845484,6.617,2011,12,51
17,2011-12-30,777207.3,1,26.73,3.119,130.0710323,6.617,2011,12,52
17,2012-01-06,1198104.22,0,27.64,3.08,130.1575161,6.403,2012,1,1
17,2012-01-13,873576.96,0,20.28,3.056,130.244,6.403,2012,1,2
17,2012-01-20,809272.65,0,27.26,3.047,130.2792258,6.403,2012,1,3
17,2012-01-27,769522.33,0,29.99,3.058,130.3144516,6.403,2012,1,4
17,2012-02-03,864852.85,0,26.26,3.077,130.3496774,6.403,2012,2,5
17,2012-02-10,880165.7,1,23.63,3.116,130.3849032,6.403,2012,2,6
17,2012-02-17,927084.65,0,30.76,3.119,130.4546207,6.403,2012,2,7
17,2012-02-24,843864.43,0,30.01,3.145,130.5502069,6.403,2012,2,8
17,2012-03-02,856178.47,0,26.28,3.242,130.6457931,6.403,2012,3,9
17,2012-03-09,860224.98,0,32.02,3.38,130.7413793,6.403,2012,3,10
17,2012-03-16,853136.46,0,43.69,3.529,130.8261935,6.403,2012,3,11
17,2012-03-23,851762.28,0,40.69,3.671,130.8966452,6.403,2012,3,12
